id,latitude,longitude
Crèches,"48.8436093206,",2.35081294021
Piscine,"48.8491260861,",2.35148538269
Crèches,"48.886309087,",2.35154234407
Collèges,"48.8890392322,",2.35156546206
Collèges,"48.8944010253,",2.35199813482
Halte-garderie,"48.8319850793,",2.35209305707
Crèches,"48.8786724255,",2.35230252473
Lycées,"48.8306806084,",2.35267768779
Crèches,"48.8554565044,",2.35289218494
Crèches,"48.8625989519,",2.35317233221
Collèges,"48.8481150347,",2.353226179
Crèches,"48.8897113777,",2.35341735117
Crèches,"48.8897113777,",2.35341735117
Crèches,"48.841328732,",2.35389547439
Jardins,"48.8269947789,",2.35390362879
Jardins,"48.8423184127,",2.35390883235
Halte-garderie,"48.8420433417,",2.35451373273
Crèches,"48.840853642,",2.35486912024
Halte-garderie,"48.8891271946,",2.35519034873
Jardins,"48.831526914,",2.355212817
Collèges,"48.8260558473,",2.35528534054
Crèches,"48.8858487504,",2.35565337186
Crèches,"48.8602018966,",2.35658733188
Equipement,"48.8198468732,",2.35662733283
Halte-garderie,"48.8638111175,",2.35685426904
Crèches,"48.8372378777,",2.35767545298
Crèches,"48.8372378777,",2.35767545298
Crèches,"48.8398733032,",2.35773566343
Crèches,"48.8401451177,",2.35866138145
Crèches,"48.8211667888,",2.3587713563
Jardins,"48.8185407286,",2.35891211149
Collèges,"48.8884938482,",2.35972904252
Jardins,"48.8204853345,",2.36015771962
Jardins,"48.8279648548,",2.36022381513
Halte-garderie,"48.874816005,",2.36054235074
Equipement,"48.8359100714,",2.36091690286
Jardins,"48.8321012482,",2.36147892322
Crèches,"48.8539973779,",2.36161283042
Equipement,"48.8426394877,",2.36174523331
Crèches,"48.8300016423,",2.36176761991
Lycées,"48.8651834519,",2.3620892441
Equipement,"48.8228922555,",2.36214957029
Equipement,"48.893608829,",2.36271210432
Piscine,"48.8938810871,",2.36315413548
Collèges,"48.8932600012,",2.36346643405
Crèches,"48.8198125306,",2.36359925282
Equipement,"48.8242648844,",2.3638084687
Halte-garderie,"48.8935578972,",2.36419292976
Jardins,"48.8953016415,",2.36423780182
Halte-garderie,"48.8832142665,",2.36561485865
Crèches,"48.8788548812,",2.36574543462
Crèches,"48.8305509602,",2.36594104717
Piscine,"48.8330182465,",2.36636630063
Crèches,"48.8334748362,",2.36656744478
Crèches,"48.8868922326,",2.36680738388
Crèches,"48.8509187997,",2.36686775482
Jardins,"48.8629630076,",2.36700061069
Equipement,"48.8323803466,",2.36722597155
Halte-garderie,"48.8592467418,",2.36723584645
Halte-garderie,"48.8997707103,",2.36856348605
Crèches,"48.8824532668,",2.368703377
Crèches,"48.8309849514,",2.36939336963
Equipement,"48.8460547117,",2.36946430135
Equipement,"48.8715235907,",2.36982576405
Collèges,"48.887669509,",2.37028590074
Crèches,"48.8600095083,",2.37090978071
Crèches,"48.880424293,",2.3711222494
Crèches,"48.8938196382,",2.37145779901
Equipement,"48.8645258805,",2.3720298018
Crèches,"48.8899197711,",2.37215425101
Crèches,"48.8738145094,",2.37256264683
Crèches,"48.8227923032,",2.3730455319
Equipement,"48.8905907357,",2.37316696842
Crèches,"48.8227256957,",2.37336962058
Crèches,"48.8227256957,",2.37336962058
Crèches,"48.841273045,",2.37455529247
Halte-garderie,"48.8354933156,",2.37462957975
Equipement,"48.8953612299,",2.37506610092
Crèches,"48.8955861686,",2.37523633137
Equipement,"48.8907225359,",2.37534843318
Equipement,"48.8927034869,",2.37572375894
Equipement,"48.8960117644,",2.37587686312
Equipement,"48.8960117644,",2.37587686312
Crèches,"48.8665370539,",2.37656628996
Equipement,"48.8484138393,",2.3769830454
Crèches,"48.8574913688,",2.37727281809
Equipement,"48.8963605341,",2.37743899717
Bibliothèque,"48.845985,",2.377744
Crèches,"48.8549555773,",2.37777962985
Equipement,"48.8228386415,",2.37785360981
Equipement,"48.8743845966,",2.3781706595
Crèches,"48.8761982419,",2.37827245497
Collèges,"48.8812265266,",2.37876158932
Jardins,"48.844290273,",2.37887022533
Collèges,"48.8522019383,",2.3790098175
Equipement,"48.8860238094,",2.37933289382
Halte-garderie,"48.8683845289,",2.37956515489
Crèches,"48.8627146552,",2.37963661561
Crèches,"48.8558124363,",2.37983260057
Equipement,"48.8751488261,",2.379894158
Equipement,"48.8513264547,",2.3801109099
Halte-garderie,"48.8304734513,",2.38019203275
Crèches,"48.8304734513,",2.38019203275
Crèches,"48.8531671838,",2.38073223876
Halte-garderie,"48.8558277095,",2.38080378459
Equipement,"48.859425506,",2.38090424233
Crèches,"48.844516167,",2.38101793718
Equipement,"48.8444911837,",2.3810793781
Crèches,"48.8498208556,",2.3811654632
Crèches,"48.899203473,",2.38159539538
Halte-garderie,"48.899203473,",2.38159539538
Equipement,"48.8536843949,",2.38159849415
Crèches,"48.8848277994,",2.38227015568
Equipement,"48.85588,",2.38253999939
Equipement,"48.856763252,",2.38271146412
Crèches,"48.8778372521,",2.38275656791
Equipement,"48.8925931509,",2.38358288649
Equipement,"48.8762681565,",2.38368139642
Equipement,"48.8727749316,",2.38389644231
Halte-garderie,"48.8741734943,",2.38391471648
Crèches,"48.8592634346,",2.38394314458
Crèches,"48.8727224936,",2.38408045701
Jardins,"48.8596835581,",2.38466190235
Jardins,"48.8711942728,",2.38467293063
Collèges,"48.8663656619,",2.38480663924
Crèches,"48.8609297974,",2.38509857577
Equipement,"48.8930510434,",2.38522219227
Equipement,"48.8930510434,",2.38522219227
Collèges,"48.8772379456,",2.38533657653
Crèches,"48.8527238183,",2.38543392436
Crèches,"48.8656870936,",2.38574828422
Equipement,"48.8847157464,",2.38732630274
Collèges,"48.8669735302,",2.38783571242
Equipement,"48.8615216548,",2.38787471022
Equipement,"48.8613545977,",2.38795394318
Equipement,"48.8444015869,",2.38816000214
Crèches,"48.8643242828,",2.38854913573
Crèches,"48.8643242828,",2.38854913573
Equipement,"48.8414405682,",2.38910643696
Crèches,"48.8441681142,",2.38916024291
Equipement,"48.8419779491,",2.3893899779
Halte-garderie,"48.8862869768,",2.38990148298
Crèches,"48.8540041715,",2.39016732877
Crèches,"48.8540041715,",2.39016732877
Jardins,"48.8416402333,",2.39032270352
Lycées,"48.8468494156,",2.3915062496
Halte-garderie,"48.8407981985,",2.39203102018
Equipement,"48.8763244792,",2.39302889564
Halte-garderie,"48.8689651026,",2.39379959665
Halte-garderie,"48.8782523143,",2.39405228168
Halte-garderie,"48.8765656575,",2.39549001874
Crèches,"48.8745446768,",2.39572157681
Halte-garderie,"48.8439279955,",2.39651167184
Halte-garderie,"48.8646799194,",2.39746958283
Halte-garderie,"48.8374377359,",2.39754541025
Equipement,"48.8731459802,",2.39792355291
Crèches,"48.8406539725,",2.39792687413
Crèches,"48.8716399991,",2.40159500112
Collèges,"48.8699152516,",2.40274695434
Equipement,"48.8676004953,",2.40297482082
Crèches,"48.8521900658,",2.40313423677
Halte-garderie,"48.8755267916,",2.40413044406
Crèches,"48.862977932,",2.40455791281
Crèches,"48.8736111051,",2.40510216792
Crèches,"48.8553872123,",2.40524418773
Piscine,"48.8753390435,",2.40585068179
Halte-garderie,"48.8614070432,",2.40625679886
Collèges,"48.8509017499,",2.40644558381
Halte-garderie,"48.8685506442,",2.40651587618
Halte-garderie,"48.8506669322,",2.40741386637
Equipement,"48.8605782606,",2.4093504879
Equipement,"48.8605782606,",2.4093504879
Crèches,"48.8588511382,",2.40958794807
Equipement,"48.8564133555,",2.41009634872
Crèches,"48.8553375708,",2.41119804246
Collèges,"48.8429020826,",2.41157165076
Halte-garderie,"48.8645070556,",2.41190715708
Halte-garderie,"48.849300217,",2.41221691299
Jardins,"48.8566467239,",2.41273314032
Equipement,"48.8434042603,",2.41300931213
Equipement,48.74657786,"48.7465778553,"
Musée,48.813512,"48.813512,"
Jardins,48.81785732,"48.8178573231,"
Equipement,2.359137145,48.81793317
Crèches,48.81797346,"48.8179734604,"
Jardins,48.81850448,"48.8185044812,"
Jardins,48.8201591,"48.8201590998,"
Equipement,48.82019333,"48.8201933325,"
Equipement,2.364536143,48.8202779
Crèches,48.8203048,"48.820304802,"
Crèches,48.8203048,"48.820304802,"
Equipement,48.82054064,"48.8205406435,"
Equipement,48.82057638,"48.8205763756,"
Lycées,2.360584475,48.82071652
Jardins,2.357061032,48.82087919
Equipement,2.350781088,48.82096636
Equipement,2.368919016,48.82098892
Crèches,2.348519367,48.82120199
Crèches,2.348519367,48.82120199
Jardins,2.354174046,48.82123938
Equipement,2.328701221,48.82126537
Equipement,2.328701221,48.82126537
Jardins,2.32323263,48.82156373
Jardins,48.82256974,"48.8225697353,"
Ecoles,48.82257071,"48.8225707065,"
Ecoles,48.82257071,"48.8225707065,"
Jardins,2.36425275,48.82303592
Equipement,2.365815095,48.8232035
Equipement,2.430268947,48.82329049
Equipement,48.82353152,"48.8235315179,"
Jardins,48.8237586,"48.8237586043,"
Jardins,48.82390124,"48.8239012351,"
Equipement,2.315635827,48.82411727
Equipement,2.315635827,48.82411727
Crèches,48.82434691,"48.8243469074,"
Equipement,48.82439849,"48.8243984931,"
Crèches,48.82443151,"48.8244315059,"
Collèges,48.82467502,"48.8246750168,"
Equipement,2.324304712,48.82477382
Crèches,48.82549,"48.8254899993,"
Equipement,2.308426674,48.8257
Equipement,48.82571478,"48.8257147777,"
Crèches,48.82583603,"48.8258360346,"
Equipement,48.82585735,"48.8258573517,"
Crèches,48.82601671,"48.8260167149,"
Crèches,48.82601878,"48.8260187826,"
Crèches,48.82625283,"48.8262528289,"
Equipement,48.8263805,"48.8263805008,"
Jardins,48.82670377,"48.826703771,"
Bibliothèque,48.82674,"48.826742,"
Equipement,2.342043522,48.82691758
Equipement,2.335542,48.82732967
Piscine,2.3523166,48.82745082
Halte-garderie,48.82754761,"48.8275476121,"
Crèches,48.82763833,"48.8276383283,"
Equipement,48.8278092,"48.8278091962,"
Jardins,48.82785834,"48.8278583433,"
Piscine,2.292917324,48.82788272
Crèches,48.82802,"48.8280200009,"
Crèches,48.82806973,"48.8280697275,"
Crèches,2.342611108,48.82822223
Crèches,48.82830693,"48.8283069286,"
Jardins,48.82871614,"48.8287161376,"
Equipement,2.378049743,48.82896542
Jardins,48.82914625,"48.8291462519,"
Crèches,2.271087856,48.82923893
Jardins,2.344860293,48.82965765
CIO,48.83032896,"48.830328961,"
Equipement,2.351931189,48.83045446
Jardins,48.8305549,"48.8305549003,"
Equipement,2.46265,48.83061
Crèches,48.83065664,"48.8306566446,"
Crèches,48.83072574,"48.8307257403,"
Bibliothèque,2.357011,48.830735
Jardins,48.8308801,"48.8308801035,"
Jardins,2.314131074,48.83095073
Equipement,2.305775001,48.830965
Jardins,48.83113042,"48.8311304248,"
Jardins,48.83127555,"48.8312755486,"
Jardins,2.370141702,48.83134363
Crèches,48.83140622,"48.8314062203,"
Jardins,2.299801065,48.83163048
Crèches,2.364714248,48.83165049
Crèches,2.364897549,48.83176956
Jardins,2.313204437,48.83177788
Jardins,48.83192289,"48.8319228929,"
Crèches,48.83206753,"48.8320675287,"
Crèches,48.83213961,"48.8321396106,"
Equipement,48.83228781,"48.8322878118,"
Equipement,48.83249315,"48.8324931468,"
Crèches,48.83294695,"48.8329469461,"
Conservatoire,2.325736,48.833003
Equipement,48.83301825,"48.8330182465,"
Crèches,48.83329332,"48.8332933201,"
Equipement,2.402345,48.833305
Equipement,2.277063539,48.83339383
Equipement,2.277063539,48.83339383
Equipement,2.277063539,48.83339383
Equipement,48.8334187,"48.8334186967,"
Equipement,48.83346866,"48.833468663,"
Crèches,48.83346866,"48.8334686634,"
Jardins,2.31347605,48.83350454
Jardins,48.83371975,"48.8337197468,"
Crèches,2.320000002,48.833725
Crèches,2.320000002,48.833725
Piscine,48.83382369,"48.8338236879,"
Bibliothèque,2.325572,48.833866
Halte-garderie,48.83389513,"48.8338951321,"
Jardins,2.319632997,48.83393727
Crèches,48.83404653,"48.8340465279,"
Equipement,48.83406017,"48.8340601687,"
Crèches,48.83425048,"48.83425048,"
Jardins,2.331511354,48.83429811
Crèches,2.358324449,48.83443665
Jardins,2.406760324,48.83460032
Jardins,48.83464983,"48.8346498335,"
Jardins,2.330584994,48.83472972
Jardins,2.331783751,48.83472977
Equipement,2.312167778,48.83583553
Piscine,2.375699243,48.83589084
Crèches,48.83591414,"48.8359141383,"
Jardins,2.373632169,48.8359828
Jardins,2.401531281,48.83604225
Jardins,2.35984619,48.83613034
Jardins,48.83615942,"48.8361594158,"
Crèches,48.83626758,"48.836267583,"
CIO,48.83633769,"48.836337685,"
Lycées,48.83642175,"48.8364217482,"
Ecoles,48.83648655,"48.8364865548,"
Ecoles,48.83648655,"48.8364865548,"
Equipement,2.263620619,48.83669489
Jardins,2.27325981,48.83690652
Crèches,48.83693869,"48.8369386908,"
Bibliothèque,2.303666,48.836955
Collèges,2.393829695,48.83724362
Equipement,48.837252,"48.8372519956,"
Crèches,2.263603831,48.83739642
Jardins,2.320135001,48.83747
Crèches,48.83755033,"48.8375503348,"
Collèges,48.83775439,"48.8377543886,"
Jardins,2.313147022,48.83789293
Conservatoire,2.309387,48.838108
Halte-garderie,2.314146455,48.83814092
Crèches,48.8382077,"48.8382077036,"
Cimetière,48.83835111,"48.8383511052,"
Crèches,48.83836384,"48.8383638354,"
Equipement,2.290616341,48.8383747
Bibliothèque,2.320939,48.838398
Equipement,48.83851241,"48.838512409,"
Crèches,48.83851786,"48.8385178612,"
Collèges,48.83856863,"48.8385686336,"
Equipement,48.83861905,"48.8386190524,"
Jardins,2.28045067,48.83867287
Jardins,2.388837805,48.83871063
Crèches,2.306257667,48.83907103
Jardins,2.282738839,48.83917758
Jardins,2.406330829,48.83920487
Jardins,48.83954605,"48.8395460475,"
Crèches,2.291149015,48.8396624
Equipement,2.402784243,48.8396885
Halte-garderie,48.83976246,"48.8397624571,"
Ecoles,2.407149147,48.83985185
Ecoles,2.407149147,48.83985185
Equipement,48.8398733,"48.8398733026,"
Equipement,2.36546657,48.83994654
Lycées,2.263657906,48.83998968
Crèches,2.285574828,48.84007982
Jardins,2.30061209,48.84019183
Equipement,48.84027123,"48.8402712274,"
Jardins,48.84037323,"48.8403732324,"
Equipement,2.379528834,48.84047679
Crèches,48.84069125,"48.8406912491,"
Jardins,48.84077226,"48.8407722637,"
Halte-garderie,48.84082338,"48.8408233799,"
Crèches,2.319648011,48.84082338
Crèches,48.84083953,"48.8408395256,"
Equipement,48.84083994,"48.8408399353,"
Mairies,2.38813161,48.84086921
Halte-garderie,48.84091786,"48.8409178578,"
Cimetière,48.8410705,"48.841070495,"
Jardins,48.84110919,"48.841109186,"
Mairies,2.300284247,48.84137877
Crèches,48.84145741,"48.8414574117,"
Equipement,2.411605592,48.84158705
Jardins,48.84170824,"48.841708239,"
Bibliothèque,48.841882,"48.841882,"
Equipement,48.8419559,"48.8419558977,"
Jardins,48.84211613,"48.8421161281,"
Jardins,48.84220031,"48.8422003113,"
Bibliothèque,48.842281,"48.842281,"
Piscine,2.413114873,48.8423272
Bibliothèque,2.263607,48.842404
Bibliothèque,48.842427,"48.842427,"
Bibliothèque,2.397234,48.842483
Bains,48.84282,"48.84282,"
Jardins,2.292271969,48.84285073
Musée,2.318431,48.843146
Bains,2.384864,48.843281
Equipement,48.84331786,"48.8433178607,"
Jardins,2.35042129,48.84336205
Jardins,48.8433629,"48.8433629034,"
Equipement,48.84348962,"48.8434896186,"
Jardins,48.84349061,"48.843490605,"
Jardins,2.385300454,48.84356828
Equipement,2.302335116,48.84375406
Equipement,2.339288915,48.84382418
Equipement,48.8438326,"48.8438326011,"
Crèches,48.843928,"48.8439279955,"
Crèches,48.843928,"48.8439279955,"
Equipement,2.323025011,48.84411095
Piscine,48.84411095,"48.8441109512,"
Crèches,48.8441324,"48.8441323986,"
Jardins,48.84431529,"48.8443152948,"
Collèges,48.8443838,"48.844383804,"
Bains,48.844405,"48.844405,"
Jardins,48.84467355,"48.8446735456,"
Crèches,48.84526427,"48.8452642688,"
Jardins,48.84533811,"48.8453381058,"
Crèches,48.84571595,"48.8457159543,"
Equipement,2.36289087,48.84592639
Equipement,2.323141372,48.84592883
Bains,48.8462,"48.8462,"
Lycées,48.84631751,"48.8463175137,"
Collèges,48.84631751,"48.8463175137,"
Crèches,48.8463384,"48.8463383981,"
Crèches,48.8463384,"48.8463383981,"
Equipement,2.351407179,48.84647688
Crèches,48.84651738,"48.8465173798,"
Equipement,48.84656394,"48.8465639366,"
Crèches,48.84676604,"48.8467660352,"
Equipement,48.84692084,"48.8469208404,"
Jardins,2.376910497,48.84709672
Crèches,48.8471077,"48.8471077049,"
Crèches,48.84723079,"48.8472307925,"
Halte-garderie,48.84724439,"48.8472443877,"
Crèches,48.84724439,"48.8472443877,"
Piscine,2.28277217,48.84765262
Equipement,2.377266817,48.84795994
Jardins,2.280167402,48.84813311
Jardins,48.84841452,"48.8484145225,"
Crèches,48.84865471,"48.84865471,"
Equipement,48.8488724,"48.8488724009,"
Piscine,2.284959065,48.84891566
Jardins,48.84897396,"48.8489739556,"
Jardins,48.84908224,"48.849082236,"
Crèches,48.849098,"48.8490979972,"
Crèches,48.84930022,"48.849300217,"
Jardins,2.403837693,48.84931422
Crèches,48.84934977,"48.8493497663,"
Jardins,48.84966742,"48.849667416,"
Jardins,2.28234585,48.84968092
Jardins,48.84972125,"48.8497212496,"
Jardins,48.84994321,"48.849943209,"
Bibliothèque,48.850042,"48.850042,"
Jardins,48.85005325,"48.8500532515,"
Jardins,2.313577103,48.85033898
Jardins,2.37707667,48.85040599
Mairies,2.332218134,48.85062896
Crèches,48.85131045,"48.8513104536,"
Jardins,2.361706417,48.85134567
Jardins,48.85157588,"48.8515758811,"
Ecoles,2.410436168,48.85161229
Ecoles,2.410436168,48.85161229
Jardins,48.85162028,"48.8516202823,"
Jardins,2.345517853,48.85163587
Jardins,48.85164759,"48.8516475864,"
Bibliothèque,48.851662,"48.851662,"
Piscine,48.85170194,"48.8517019396,"
Equipement,2.335861103,48.85170194
Equipement,48.8517481,"48.8517480964,"
Crèches,2.411804627,48.85184635
Crèches,2.344943736,48.85185303
Crèches,48.8519032,"48.8519031958,"
Jardins,2.391195545,48.85205476
Conservatoire,2.335979,48.852068
Jardins,48.85213929,"48.852139287,"
Crèches,2.3817537,48.8521547
Jardins,48.85239099,"48.8523909866,"
Jardins,2.350805293,48.85242669
Collèges,48.85255367,"48.8525536688,"
Jardins,2.381493688,48.85267051
Equipement,48.85291715,"48.852917153,"
Jardins,2.261138171,48.85301415
Jardins,48.85305591,"48.8530559121,"
Ecoles,2.40416982,48.85309097
Ecoles,2.40416982,48.85309097
Equipement,2.412457761,48.85318783
Equipement,2.343553365,48.85335636
Equipement,2.401520395,48.85342963
Equipement,48.85365097,"48.853650968,"
Jardins,48.85368656,"48.8536865611,"
Crèches,48.85376658,"48.8537665767,"
Jardins,2.359363791,48.85397205
Equipement,48.8540146,"48.8540145956,"
Crèches,48.85414236,"48.8541423573,"
Jardins,48.85422611,"48.8542261128,"
Jardins,48.85458571,"48.854585711,"
Equipement,48.85458966,"48.854589659,"
Musée,2.366396,48.854618
Equipement,2.290731002,48.85468449
Equipement,2.304545378,48.85485945
Equipement,2.407539033,48.85495259
Equipement,2.403639995,48.85498704
Equipement,2.398605362,48.85512448
Crèches,48.85518327,"48.8551832749,"
Musée,48.855184,"48.855184,"
Equipement,2.289658778,48.85535329
Equipement,2.289658778,48.85535329
Equipement,2.289658778,48.85535329
Piscine,48.85535329,"48.8553532931,"
Jardins,2.312211856,48.85555449
Jardins,2.365524348,48.85558934
Crèches,48.85574251,"48.8557425102,"
Jardins,2.283429375,48.85579651
Equipement,2.355502192,48.85586265
Jardins,2.385530444,48.85587026
Crèches,48.85589184,"48.8558918427,"
Equipement,2.273660941,48.85603065
Equipement,2.412051945,48.85604796
Equipement,2.273342559,48.85608635
Mairies,2.355984994,48.85613093
Crèches,2.400569215,48.85615392
Jardins,2.380788146,48.85615997
CIO,2.284374429,48.85631121
Equipement,2.388236918,48.85647628
Piscine,2.394204267,48.85649078
Jardins,48.85651619,"48.8565161876,"
Jardins,48.85669851,"48.8566985114,"
Jardins,2.370914532,48.85682663
Jardins,48.85688799,"48.8568879942,"
Collèges,48.85692838,"48.8569283841,"
Crèches,48.85719905,"48.8571990461,"
Halte-garderie,48.8572534,"48.8572533955,"
Crèches,2.345739692,48.8572534
Musée,48.857317,"48.857317,"
Jardins,2.310848042,48.85749663
Halte-garderie,48.85768959,"48.8576895857,"
Crèches,2.360813161,48.85768959
Ecoles,2.359147415,48.85771307
Ecoles,2.359147415,48.85771307
Jardins,2.348735266,48.85789452
